源ID,源类,基102原表行号,问题条目,问题归属,规则包湿法映射命中,已确认NH3终态问题,治理候选关联待核,已量化数值变化项数,已量化数值变化污染物,原治理名称,NH3当前终态,NH3按现协议应有终态,当前取用治理类别,原设备对应治理类别,当前类别候选数,原设备类别候选数,B0源污染物参照记录行号
SRC-RAW-00E7BEC8F8799AA05E4A,工业锅炉,4746,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,128；129；130；131；132；133；134；135；136
SRC-RAW-872F6190ACC778432063,工业锅炉,4801,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,22457；22458；22459；22460；22461；22462；22463；22464；22465
SRC-RAW-6D24301ECC1E21094090,工业锅炉,4802,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,17948；17949；17950；17951；17952；17953；17954；17955；17956
SRC-RAW-8D95AD6EB9A6CE348150,工业锅炉,4809,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,23465；23466；23467；23468；23469；23470；23471；23472；23473
SRC-RAW-AB14C7FE3226BB7D238F,工业锅炉,4936,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,28109；28110；28111；28112；28113；28114；28115；28116；28117
SRC-RAW-6676A728154F1FFB3ACD,火电热力,4961,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,DZGL,GYGL,2,0,16976；16977；16978；16979；16980；16981；16982；16983；16984
SRC-RAW-3E434F514C6E5005030C,工业锅炉,4982,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,1,10109；10110；10111；10112；10113；10114；10115；10116；10117
SRC-RAW-4C3B936DAD8DAB4686B4,工业锅炉,5020,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,6,12512；12513；12514；12515；12516；12517；12518；12519；12520
SRC-RAW-B38EDC42BC1BE9A5CAB7,工业锅炉,5021,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,6,29450；29451；29452；29453；29454；29455；29456；29457；29458
SRC-RAW-67E4013E9CAB14733DE4,工业锅炉,5022,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,6,17165；17166；17167；17168；17169；17170；17171；17172；17173
SRC-RAW-EF508FA6E060F8F80BA9,工业锅炉,5023,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,6,38963；38964；38965；38966；38967；38968；38969；38970；38971
SRC-RAW-F0CA7C9D777FE1734C4F,工业锅炉,5040,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,3,0,39188；39189；39190；39191；39192；39193；39194；39195；39196
SRC-RAW-9C6B4707675ACBC33B55,工业锅炉,5041,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,3,27,25850；25851；25852；25853；25854；25855；25856；25857；25858
SRC-RAW-0446E22AB6D9960E7D50,工业锅炉,5042,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,3,27,695；696；697；698；699；700；701；702；703
SRC-RAW-2BA048FA58280879EE4C,工业锅炉,5043,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,3,27,7049；7050；7051；7052；7053；7054；7055；7056；7057
SRC-RAW-1AF21459EF3A70BEDD8D,工业锅炉,5044,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,3,27,4547；4548；4549；4550；4551；4552；4553；4554；4555
SRC-RAW-4E59EAB4F2E48EC94BEB,工业锅炉,5045,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,3,27,12854；12855；12856；12857；12858；12859；12860；12861；12862
SRC-RAW-86ECEFDE8206FB409A3D,工业锅炉,5046,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,3,27,22385；22386；22387；22388；22389；22390；22391；22392；22393
SRC-RAW-50F033F252321CC47E7F,工业锅炉,5047,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,3,27,13169；13170；13171；13172；13173；13174；13175；13176；13177
SRC-RAW-9738EC4426C00780C8D7,工业锅炉,5048,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,3,27,24977；24978；24979；24980；24981；24982；24983；24984；24985
SRC-RAW-6E67CE59150CFC30034A,工业锅炉,5049,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,3,27,18173；18174；18175；18176；18177；18178；18179；18180；18181
SRC-RAW-9BF69049A57980E3BAD4,工业锅炉,5050,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,3,27,25697；25698；25699；25700；25701；25702；25703；25704；25705
SRC-RAW-D20D737A22F0DD163F7F,工业锅炉,5097,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,4,34220；34221；34222；34223；34224；34225；34226；34227；34228
SRC-RAW-2DDC5871A960FF9A2A44,工业锅炉,5098,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,4,7436；7437；7438；7439；7440；7441；7442；7443；7444
SRC-RAW-B2CE19CB3088CFD86FEA,工业锅炉,5099,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,4,29315；29316；29317；29318；29319；29320；29321；29322；29323
SRC-RAW-2E9E05DFFB0A9E979458,工业锅炉,5100,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,4,7571；7572；7573；7574；7575；7576；7577；7578；7579
SRC-RAW-0A6B927685F1B970E328,工业锅炉,5101,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,3,1649；1650；1651；1652；1653；1654；1655；1656；1657
SRC-RAW-7DA4AB14ECE8FBC63033,工业锅炉,5102,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,3,20702；20703；20704；20705；20706；20707；20708；20709；20710
SRC-RAW-7F52A95A4890A1EB072F,工业锅炉,5103,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,3,21008；21009；21010；21011；21012；21013；21014；21015；21016
SRC-RAW-79514104FF4410E2ACCE,工业锅炉,5118,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,4,19964；19965；19966；19967；19968；19969；19970；19971；19972
SRC-RAW-E76E5835E7948598F022,工业锅炉,5119,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,4,37631；37632；37633；37634；37635；37636；37637；37638；37639
SRC-RAW-7FC935BB576D21E41E10,工业锅炉,5126,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,3,21134；21135；21136；21137；21138；21139；21140；21141；21142
SRC-RAW-F22E014C8797D75ADE2E,工业锅炉,5129,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,3,39440；39441；39442；39443；39444；39445；39446；39447；39448
SRC-RAW-E3EB357DFCE369228D1F,工业锅炉,5130,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,3,37163；37164；37165；37166；37167；37168；37169；37170；37171
SRC-RAW-7B30B2EFD71E14AA8800,工业锅炉,5131,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,3,20297；20298；20299；20300；20301；20302；20303；20304；20305
SRC-RAW-B3A968F9A7CA8F82E5E4,工业锅炉,5132,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,3,29477；29478；29479；29480；29481；29482；29483；29484；29485
SRC-RAW-977479FE6A4BF1C6BD2C,工业锅炉,5133,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,3,25031；25032；25033；25034；25035；25036；25037；25038；25039
SRC-RAW-83606CB9C6946165F3B0,火电热力,5472,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,DZGL,GYGL,0,1,21818；21819；21820；21821；21822；21823；21824；21825；21826
SRC-RAW-A7399E9858AC87EEEF48,火电热力,5473,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,DZGL,GYGL,0,1,27569；27570；27571；27572；27573；27574；27575；27576；27577
SRC-RAW-9EDFF7B342D0739CDFDC,工业锅炉,5585,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,26246；26247；26248；26249；26250；26251；26252；26253；26254
SRC-RAW-19F29C27AD2E001F344F,工业锅炉,5586,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,4403；4404；4405；4406；4407；4408；4409；4410；4411
SRC-RAW-4540BCF82A79B69A567F,工业锅炉,5610,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,11387；11388；11389；11390；11391；11392；11393；11394；11395
SRC-RAW-4C0BDE0CCA087EB15958,工业锅炉,5612,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,12494；12495；12496；12497；12498；12499；12500；12501；12502
SRC-RAW-4263AB27DE2F4F9EB23B,工业锅炉,5619,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,10838；10839；10840；10841；10842；10843；10844；10845；10846
SRC-RAW-DDF4A4858D074AF5425B,工业锅炉,5637,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,36137；36138；36139；36140；36141；36142；36143；36144；36145
SRC-RAW-63B565D0214106A5D802,工业锅炉,5640,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,16436；16437；16438；16439；16440；16441；16442；16443；16444
SRC-RAW-0F2CBC418F77493D94E7,工业锅炉,5655,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,2513；2514；2515；2516；2517；2518；2519；2520；2521
SRC-RAW-AB46241366457230291D,工业锅炉,5657,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,28154；28155；28156；28157；28158；28159；28160；28161；28162
SRC-RAW-872E0D391E4E1F842011,工业锅炉,5662,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,22448；22449；22450；22451；22452；22453；22454；22455；22456
SRC-RAW-2DABEFC5089720627DB1,工业锅炉,5670,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,7400；7401；7402；7403；7404；7405；7406；7407；7408
SRC-RAW-0364C1615A4478B5D6AF,工业锅炉,5681,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,551；552；553；554；555；556；557；558；559
SRC-RAW-D79EC20C19DEBBACC31C,工业锅炉,5687,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,35129；35130；35131；35132；35133；35134；35135；35136；35137
SRC-RAW-712FE57A8849B9C9CF74,工业锅炉,5688,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,18686；18687；18688；18689；18690；18691；18692；18693；18694
SRC-RAW-2DA4D71C571331BA6F84,火电热力,5694,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,7382；7383；7384；7385；7386；7387；7388；7389；7390
SRC-RAW-84F5F5E88705396F1B23,火电热力,5695,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,22097；22098；22099；22100；22101；22102；22103；22104；22105
SRC-RAW-5579BBBBB608C011246B,火电热力,5696,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,14078；14079；14080；14081；14082；14083；14084；14085；14086
SRC-RAW-FC0E5288D1798D7EE1AD,火电热力,5697,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,41132；41133；41134；41135；41136；41137；41138；41139；41140
SRC-RAW-9F28544720C1E6ECE479,工业锅炉,5703,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,26327；26328；26329；26330；26331；26332；26333；26334；26335
SRC-RAW-A0467A4ED685BDA82EB3,工业锅炉,5728,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,26561；26562；26563；26564；26565；26566；26567；26568；26569
SRC-RAW-DEF5DB5EE0A1EC4F7517,火电热力,5737,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,DZGL,GYGL,0,3,36335；36336；36337；36338；36339；36340；36341；36342；36343
SRC-RAW-62C8F8D457720083A379,工业锅炉,5761,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,16310；16311；16312；16313；16314；16315；16316；16317；16318
SRC-RAW-0BAE74BA2397CF47D951,工业锅炉,5799,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,1928；1929；1930；1931；1932；1933；1934；1935；1936
SRC-RAW-1453EF7D6625C7EBD5A3,工业锅炉,5802,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,3368；3369；3370；3371；3372；3373；3374；3375；3376
SRC-RAW-0D37E4DC70046446405D,工业锅炉,5803,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,2198；2199；2200；2201；2202；2203；2204；2205；2206
SRC-RAW-45A14EBA1746E0AE89A1,工业锅炉,5809,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,11459；11460；11461；11462；11463；11464；11465；11466；11467
SRC-RAW-33BCFFE5D93422B4796D,工业锅炉,5822,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,8354；8355；8356；8357；8358；8359；8360；8361；8362
SRC-RAW-E7E5ADAFCFECF7200532,工业锅炉,5827,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,37685；37686；37687；37688；37689；37690；37691；37692；37693
SRC-RAW-6585362B366B486A2083,工业锅炉,5828,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,16814；16815；16816；16817；16818；16819；16820；16821；16822
SRC-RAW-B8BC60CF6EB1B29EA431,工业锅炉,5864,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,30332；30333；30334；30335；30336；30337；30338；30339；30340
SRC-RAW-7C0D50F41C0089E1F6B6,工业锅炉,5873,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,1,20504；20505；20506；20507；20508；20509；20510；20511；20512
SRC-RAW-016884A74403910FC27F,工业锅炉,5874,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,1,209；210；211；212；213；214；215；216；217
SRC-RAW-258AE3A549E690AEC3AD,工业锅炉,5875,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,1,6167；6168；6169；6170；6171；6172；6173；6174；6175
SRC-RAW-C10F0726975682FC90DC,工业锅炉,5876,F04_治理候选关联待核,治理关联实现,False,False,True,0,,,,,GYGL,DZGL,0,1,31700；31701；31702；31703；31704；31705；31706；31707；31708
SRC-RAW-9CD347CBAA1E4690A8D4,工业锅炉,5904,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,25877；25878；25879；25880；25881；25882；25883；25884；25885
SRC-RAW-23B2A417885E0B963807,工业锅炉,5908,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,5933；5934；5935；5936；5937；5938；5939；5940；5941
SRC-RAW-D93FC5D6E86B4F04DB3E,工业锅炉,5911,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,35345；35346；35347；35348；35349；35350；35351；35352；35353
SRC-RAW-1499183EFC76641D125A,工业锅炉,5913,F03_NH3终态判定,参照生成程序及核算引擎,False,True,False,0,,,not_involved,calculated（经验零）,,,,,3413；3414；3415；3416；3417；3418；3419；3420；3421
